title,url,author_name,word_count
"12 ditahan seludup masuk warga asing, anggota penguat kuasa antara dalang",https://www.hmetro.com.my/utama/2024/08/1125199/12-ditahan-seludup-masuk-warga-asing-anggota-penguat-kuasa-antara-dalang,Mohd Iskandar Ibrahim,386
Rasa teruja nyanyi lagu tema merdeka,https://www.hmetro.com.my/utama/2024/08/1125147/rasa-teruja-nyanyi-lagu-tema-merdeka,Syafil Syazwan Jefri,357
'Pan-Asia' bukan jaminan,https://www.hmetro.com.my/utama/2024/08/1125145/pan-asia-bukan-jaminan,Najiy Jefri,520
Penjenayah warga Afrika mati ditembak polis: 10 lagi ahli kumpulan samun diburu,https://www.hmetro.com.my/utama/2024/08/1125103/penjenayah-warga-afrika-mati-ditembak-polis-10-lagi-ahli-kumpulan-samun-diburu,Hafidzul Hilmi Mohd Noor,250
SPRM gempur KLIA,https://www.hmetro.com.my/utama/2024/08/1125091/sprm-gempur-klia,Mohd Jamilul Anbia Md Denin,421
Polis tembak mati penjenayah warga Afrika,https://www.hmetro.com.my/utama/2024/08/1125089/polis-tembak-mati-penjenayah-warga-afrika,Hafidzul Hilmi Mohd Noor,93
"Kes bunuh isteri, anak: Suspek sempat minta imam rukyah anak dakwa dirasuk",https://www.hmetro.com.my/utama/2024/08/1124985/kes-bunuh-isteri-anak-suspek-sempat-minta-imam-rukyah-anak-dakwa-dirasuk,Zuliaty Zulkiffli,373
"Menangis sampai tertidur, pau tak sempat beli",https://www.hmetro.com.my/utama/2024/08/1124844/menangis-sampai-tertidur-pau-tak-sempat-beli,Mohd Haris Fadli Mohd Fadzil,259
"Penganggur dituduh bunuh ibu bapa, anak saudara",https://www.hmetro.com.my/utama/2024/08/1124832/penganggur-dituduh-bunuh-ibu-bapa-anak-saudara,Alias Abd Rani,273
"'Saya beritahu anak-anak, mama pergi jauh kerana Allah sayang' - Suami Cikgu Istiqomah",https://www.hmetro.com.my/utama/2024/08/1124820/saya-beritahu-anak-anak-mama-pergi-jauh-kerana-allah-sayang-suami-cikgu,Nor Fazlina Abdul Rahim,238
Rasa rindu kesopanan orang kita,https://www.hmetro.com.my/utama/2024/08/1124748/rasa-rindu-kesopanan-orang-kita,Aida Adilah Mat,536
Tak boleh lebih  2km,https://www.hmetro.com.my/utama/2024/08/1124739/tak-boleh-lebih-2km,Hidayatidayu Razali,253
Kemilau bintang Siti,https://www.hmetro.com.my/utama/2024/08/1124723/kemilau-bintang-siti,Syafil Syazwan Jefri,652
Jenazah Istiqomah selamat dikebumikan,https://www.hmetro.com.my/utama/2024/08/1124711/jenazah-istiqomah-selamat-dikebumikan,Syaherah Mustafa,253
Jenazah Istiqomah selamat dikebumikan,https://www.hmetro.com.my/utama/2024/08/1124711/jenazah-istiqomah-selamat-dikebumikan,Syaherah Mustafa,253
"Ibu, anak mati dibunuh dengan kesan kelar, lelaki ditahan - Polis",https://www.hmetro.com.my/utama/2024/08/1124709/ibu-anak-mati-dibunuh-dengan-kesan-kelar-lelaki-ditahan-polis,Zuliaty Zulkiffli,283
"Mayat dua wanita ditemukan dalam longkang, dipercayai ada pertalian keluarga",https://www.hmetro.com.my/utama/2024/08/1124695/mayat-dua-wanita-ditemukan-dalam-longkang-dipercayai-ada-pertalian-keluarga,Zuliaty Zulkiffli,139
"'Saya tak mahu tahu, tak mahu tengok muka suspek' - Bapa Nuraina Humaira",https://www.hmetro.com.my/utama/2024/08/1124671/saya-tak-mahu-tahu-tak-mahu-tengok-muka-suspek-bapa-nuraina-humaira,Muhamad Lokman Khairi,301
Qistina pecah tiga rekod kebangsaan angkat berat,https://www.hmetro.com.my/utama/2024/08/1124622/qistina-pecah-tiga-rekod-kebangsaan-angkat-berat,BERNAMA,310
Syamsul Yusof failkan perceraian pada Ira Kazar hari ini,https://www.hmetro.com.my/utama/2024/08/1124613/syamsul-yusof-failkan-perceraian-pada-ira-kazar-hari-ini,Wartawan Harian Metro,128
"'Saya pelik keropok diikat tinggi, macam mana dua beradik itu boleh ambil' - Uzair Shafawi",https://www.hmetro.com.my/utama/2024/08/1124544/saya-pelik-keropok-diikat-tinggi-macam-mana-dua-beradik-itu-boleh-ambil-uzair,Zuliaty Zulkiffli,507
'Moga syahid buat bidadari syurgaku' - suami Cikgu Istiqomah,https://www.hmetro.com.my/utama/2024/08/1124471/moga-syahid-buat-bidadari-syurgaku-suami-cikgu-istiqomah,Mary Victoria Dass,301
Pelabur mata wang asing didakwa bunuh Cikgu Istiqomah,https://www.hmetro.com.my/utama/2024/08/1124422/pelabur-mata-wang-asing-didakwa-bunuh-cikgu-istiqomah,Meor Riduwan Meor Ahmad,278
Suspek bunuh Cikgu Istiqomah didakwa pagi ini,https://www.hmetro.com.my/utama/2024/08/1124395/suspek-bunuh-cikgu-istiqomah-didakwa-pagi-ini,Meor Riduwan Meor Ahmad,310
Remaja disyaki bunuh Nuraina Humaira direman 7 hari,https://www.hmetro.com.my/utama/2024/08/1124389/remaja-disyaki-bunuh-nuraina-humaira-direman-7-hari,Muhamad Lokman Khairi,193
'Kami hanya dapat 2 penumpang sehari',https://www.hmetro.com.my/utama/2024/08/1124379/kami-hanya-dapat-2-penumpang-sehari,Hidayatidayu Razali,401
MHO selamatkan hak rakyat teraniaya,https://www.hmetro.com.my/utama/2024/08/1124371/mho-selamatkan-hak-rakyat-teraniaya,Raja Noraina Raja Rahim,437
Lyodra kian mengharum,https://www.hmetro.com.my/utama/2024/08/1124338/lyodra-kian-mengharum,Georgie Joseph,734
"Kematian Nuraina Humaira, polis tahan remaja Orang Asli 17 tahun",https://www.hmetro.com.my/utama/2024/08/1124274/kematian-nuraina-humaira-polis-tahan-remaja-orang-asli-17-tahun,Muhammad Zulsyamini Sufian Suri,181
"Kanak-kanak Orang Asli dipercayai dirogol, dibunuh - Polis",https://www.hmetro.com.my/utama/2024/08/1124266/kanak-kanak-orang-asli-dipercayai-dirogol-dibunuh-polis,Muhammad Zulsyamini Sufian Suri,233
"Hampir tiga minggu diburu, akhirnya 'hantu' Jalan Austin Heights Utama dicekup polis",https://www.hmetro.com.my/utama/2024/08/1124186/hampir-tiga-minggu-diburu-akhirnya-hantu-jalan-austin-heights-utama-dicekup,Izz Laily Hussein,339
"Kanak-kanak 8 tahun maut dipercayai dipukul, ibu dan bapa tiri ditahan",https://www.hmetro.com.my/utama/2024/08/1124182/kanak-kanak-8-tahun-maut-dipercayai-dipukul-ibu-dan-bapa-tiri-ditahan,Muhaamad Hafis Nawawi,200
Waspada jika penyewa bayar sewa sekali gus,https://www.hmetro.com.my/utama/2024/08/1124132/waspada-jika-penyewa-bayar-sewa-sekali-gus,Skuad Khas Harian Metro,580
"Jasad Nuraina, 10, ditemukan selepas hilang sejak Jumaat",https://www.hmetro.com.my/utama/2024/08/1124119/jasad-nuraina-10-ditemukan-selepas-hilang-sejak-jumaat,Muhammad Zulsyamini Sufian Suri,252
"Jasad Nuraina, 10, ditemukan selepas hilang sejak Jumaat",https://www.hmetro.com.my/utama/2024/08/1124119/jasad-nuraina-10-ditemukan-selepas-hilang-sejak-jumaat,Muhammad Zulsyamini Sufian Suri,252
Penyewa pasang pintu 'kalis peluru'!,https://www.hmetro.com.my/utama/2024/08/1124111/penyewa-pasang-pintu-kalis-peluru,Skuad Khas Harian Metro,605
Mengukir nama di puncak dunia,https://www.hmetro.com.my/utama/2024/08/1124044/mengukir-nama-di-puncak-dunia,Muhammad Saufi Hassan,342
Kata-kata bertukar jadi nista,https://www.hmetro.com.my/utama/2024/08/1124039/kata-kata-bertukar-jadi-nista,Nor ‘Asyikin Mat Hayin,956
Bersaing menangi undi di 50 negeri,https://www.hmetro.com.my/utama/2024/08/1124025/bersaing-menangi-undi-di-50-negeri,Agensi,330
Harmoni 28 tahun,https://www.hmetro.com.my/utama/2024/08/1123997/harmoni-28-tahun,Norhayati Nordin,568
"Lebih 40,000 penonton hadir perasmian pembukaan Sukma Sarawak",https://www.hmetro.com.my/utama/2024/08/1123965/lebih-40000-penonton-hadir-perasmian-pembukaan-sukma-sarawak,Syazwan Msar dan Mohd Roji Kawi,328
Mohd Azmawi Fikri rasmi menang PRK Dun Nenggiri,https://www.hmetro.com.my/utama/2024/08/1123953/mohd-azmawi-fikri-rasmi-menang-prk-dun-nenggiri,Nor Fazlina Abdul Rahim,233
"PRK Dun Nenggiri: Kira undi selesai, BN menang besar",https://www.hmetro.com.my/utama/2024/08/1123923/prk-dun-nenggiri-kira-undi-selesai-bn-menang-besar,Nor Fazlina Abdul Rahim,191
Terkini: Keputusan PRK Dun Nenggiri,https://www.hmetro.com.my/utama/2024/08/1123896/terkini-keputusan-prk-dun-nenggiri,Nor Fazlina Abdul Rahim,164
5 tahun lagi sebelum tanah kubur di KL penuh,https://www.hmetro.com.my/utama/2024/08/1123825/5-tahun-lagi-sebelum-tanah-kubur-di-kl-penuh,Essa Abu Yamin,440
Jiwa kacau di usia belasan tahun,https://www.hmetro.com.my/utama/2024/08/1123736/jiwa-kacau-di-usia-belasan-tahun,Mohd Jamilul Anbia Md Denin dan Nurul Najwa Mohd Noordin,704
Kadar kemurungan remaja semakin meningkat,https://www.hmetro.com.my/utama/2024/08/1123724/kadar-kemurungan-remaja-semakin-meningkat,Mohd Jamilul Anbia Md Denin dan Nurul Najwa Mohd Noordin,835
Pengundi Dun Nenggiri pilih wakil rakyat baharu hari ini,https://www.hmetro.com.my/utama/2024/08/1123661/pengundi-dun-nenggiri-pilih-wakil-rakyat-baharu-hari-ini,Nor Fazlina Abdul Rahim,222
Mayat wanita sudah berulat ditemukan terapung dalam longkang,https://www.hmetro.com.my/utama/2024/08/1123657/mayat-wanita-sudah-berulat-ditemukan-terapung-dalam-longkang,Ruwaida Md Zain,162
Nama Malaysia digeruni lawan,https://www.hmetro.com.my/utama/2024/08/1123651/nama-malaysia-digeruni-lawan,Hafiz Ithnin,479
Teruja lihat bakat baru,https://www.hmetro.com.my/utama/2024/08/1123613/teruja-lihat-bakat-baru,Najiy Jefri,408
"Tersesat 19 hari, setiap hari Nur Maisarah laung azan ketika mula berjalan",https://www.hmetro.com.my/utama/2024/08/1123554/tersesat-19-hari-setiap-hari-nur-maisarah-laung-azan-ketika-mula-berjalan,Noor Hidayah Tanzizi,650
"Ya Allah, Ya Allah, Ya Allah - Jeritan terakhir pembantu juruterbang nahas Elmina",https://www.hmetro.com.my/utama/2024/08/1123516/ya-allah-ya-allah-ya-allah-jeritan-terakhir-pembantu-juruterbang-nahas-elmina,Amalia Azmi &amp; Fuad Nizam,214
"Laporan Akhir  nahas pesawat Beechraft di Elmina dedah contoh ketidakpatuhan, kesilapan",https://www.hmetro.com.my/utama/2024/08/1123449/laporan-akhir-nahas-pesawat-beechraft-di-elmina-dedah-contoh-ketidakpatuhan,Sudirman Mohd Tahir &amp; Noor Hidayah Tanzizi,253
"Laporan Akhir  nahas pesawat Beechraft di Elmina dedah contoh ketidakpatuhan, kesilapan",https://www.hmetro.com.my/utama/2024/08/1123449/laporan-akhir-nahas-pesawat-beechraft-di-elmina-dedah-contoh-ketidakpatuhan,Sudirman Mohd Tahir &amp; Noor Hidayah Tanzizi,253
Peluasan tidak sengaja 'lift dump spoiler' kru penerbangan punca nahas pesawat di Elmina,https://www.hmetro.com.my/utama/2024/08/1123446/peluasan-tidak-sengaja-lift-dump-spoiler-kru-penerbangan-punca-nahas-pesawat,Sudirman Mohd Tahir &amp; Noor Hidayah Tanzizi,334
Setahun tragedi pesawat terhempas di Elmina: Bapa sering terbayang wajah Muhamad Hafiz,https://www.hmetro.com.my/utama/2024/08/1123415/setahun-tragedi-pesawat-terhempas-di-elmina-bapa-sering-terbayang-wajah,Noorazura Abdul Rahman,449
Pemain bola sepak amatur tunjuk kerambit dipenjara,https://www.hmetro.com.my/utama/2024/08/1123366/pemain-bola-sepak-amatur-tunjuk-kerambit-dipenjara,Suraya Roslan,430
"'Kaki kiri Aqil putus, hanya Allah sahaja tahu perasaan saya ketika itu' - Ibu",https://www.hmetro.com.my/utama/2024/08/1123344/kaki-kiri-aqil-putus-hanya-allah-sahaja-tahu-perasaan-saya-ketika-itu-ibu,Siti Rohana Idris,390
"Gaji Kumpulan Pelaksana, Pengurusan dan Profesional naik 15 peratus, Pengurusan Tertinggi 7 peratus",https://www.hmetro.com.my/utama/2024/08/1123306/gaji-kumpulan-pelaksana-pengurusan-dan-profesional-naik-15-peratus-pengurusan,BERNAMA,572
"Suami didakwa cuba bunuh, tolak isteri jatuh gaung",https://www.hmetro.com.my/utama/2024/08/1123304/suami-didakwa-cuba-bunuh-tolak-isteri-jatuh-gaung,Muhamad Lokman Khairi,298
SSPA ganti SSM mulai 1 Disember ini,https://www.hmetro.com.my/utama/2024/08/1123297/sspa-ganti-ssm-mulai-1-disember-ini,Mohd Iskandar Ibrahim dan Noor Atiqah Sulaiman,136
'Budaya pelbagai keunikan kita',https://www.hmetro.com.my/utama/2024/08/1123248/budaya-pelbagai-keunikan-kita,Redzuan Muharam,381
Pengalaman beri keyakinan,https://www.hmetro.com.my/utama/2024/08/1123219/pengalaman-beri-keyakinan,Georgie Joseph,680
Pembantu peribadi pelakon wanita popular ditahan polis,https://www.hmetro.com.my/utama/2024/08/1123211/pembantu-peribadi-pelakon-wanita-popular-ditahan-polis,Wartawan Harian Metro,151
Abang rindukan gurau senda Afham,https://www.hmetro.com.my/utama/2024/08/1123187/abang-rindukan-gurau-senda-afham,Syafil Syazwan Jefri,367
Ibu bersyukur Afham ditemukan dalam keadaan sempurna,https://www.hmetro.com.my/utama/2024/08/1123183/ibu-bersyukur-afham-ditemukan-dalam-keadaan-sempurna,Syafil Syazwan Jefri,266
Jenazah Nidza Afham selamat dikebumikan,https://www.hmetro.com.my/utama/2024/08/1123169/jenazah-nidza-afham-selamat-dikebumikan,Amirul Aiman Hamsuddin,150
"Kematian Nidza Afham diklasifikasi SDR, tiada kecederaan fizikal",https://www.hmetro.com.my/utama/2024/08/1123141/kematian-nidza-afham-diklasifikasi-sdr-tiada-kecederaan-fizikal,Hafidzul Hilmi Mohd Noor,160
"'Kalau bukan kerana teman wanitanya, kami mungkin tak tahu Afham hilang' - Aufahanie",https://www.hmetro.com.my/utama/2024/08/1122944/kalau-bukan-kerana-teman-wanitanya-kami-mungkin-tak-tahu-afham-hilang,Syafil Syazwan Jefri,328
"Timbalan pengarah, anggota DBKL didakwa rasuah lindung premis hiburan tanpa lesen",https://www.hmetro.com.my/utama/2024/08/1122931/timbalan-pengarah-anggota-dbkl-didakwa-rasuah-lindung-premis-hiburan-tanpa,Raja Noraina Raja Rahim,448
Suspek kes tolak isteri ke gaung akan didakwa esok,https://www.hmetro.com.my/utama/2024/08/1122896/suspek-kes-tolak-isteri-ke-gaung-akan-didakwa-esok,Muhammad Zulsyamini Sufian Suri,172
Nidza Afham mahu jadi terkenal,https://www.hmetro.com.my/utama/2024/08/1122894/nidza-afham-mahu-jadi-terkenal,Syafil Syazwan Jefri,282
'Tolong jangan kongsi gambar arwah ketika ditemui itu' - Aufahanie,https://www.hmetro.com.my/utama/2024/08/1122886/tolong-jangan-kongsi-gambar-arwah-ketika-ditemui-itu-aufahanie,Syafil Syazwan Jefri,231
'Tolong jangan kongsi gambar arwah ketika ditemui itu' - Aufahanie,https://www.hmetro.com.my/utama/2024/08/1122886/tolong-jangan-kongsi-gambar-arwah-ketika-ditemui-itu-aufahanie,Syafil Syazwan Jefri,231
Lakonan terlampau 'kayu',https://www.hmetro.com.my/utama/2024/08/1122835/lakonan-terlampau-kayu,Syafil Syazwan Jefri,790
"'Saat laungkan azan, saya harap Am masih ada, tapi saya reda pemergiannya' - Ayah",https://www.hmetro.com.my/utama/2024/08/1122827/saat-laungkan-azan-saya-harap-am-masih-ada-tapi-saya-reda-pemergiannya-ayah,Ruwaida Md Zain,467
Mayat di Sungai Klang sah Nidza Afham,https://www.hmetro.com.my/utama/2024/08/1122793/mayat-di-sungai-klang-sah-nidza-afham,Mohd Haris Fadli Mohd Fadzil dan Ruwaida Md Zain,126
"Suspek kes bunuh, bakar rumah direman 7 hari",https://www.hmetro.com.my/utama/2024/08/1122545/suspek-kes-bunuh-bakar-rumah-direman-7-hari,Alias Abd Rani,262
Penyanyi hilang lepas keluar jogging,https://www.hmetro.com.my/utama/2024/08/1122518/penyanyi-hilang-lepas-keluar-jogging,Sudirman Mohd Tahir,315
10 momen tular Paris 2024,https://www.hmetro.com.my/utama/2024/08/1122484/10-momen-tular-paris-2024,,663
"Kes 3 sekeluarga maut: Suspek ditahan, dijangka direman pagi ini",https://www.hmetro.com.my/utama/2024/08/1122471/kes-3-sekeluarga-maut-suspek-ditahan-dijangka-direman-pagi-ini,Alias Abd Rani,206
'Memaafkan lebih tenang',https://www.hmetro.com.my/utama/2024/08/1122437/memaafkan-lebih-tenang,Norhayati Nordin,592
Azizulhasni mungkin tak jadi bersara?,https://www.hmetro.com.my/utama/2024/08/1122409/azizulhasni-mungkin-tak-jadi-bersara,Saiful Affendy Sapran,371
'Kami mohon maaf gagal bawa balik emas',https://www.hmetro.com.my/utama/2024/08/1122402/kami-mohon-maaf-gagal-bawa-balik-emas,Saiful Afffendy Sapran,250
"Cuba leraikan pergaduhan, warga emas maut ditikam gunting",https://www.hmetro.com.my/utama/2024/08/1122376/cuba-leraikan-pergaduhan-warga-emas-maut-ditikam-gunting,Nur Izzati Mohamad,235
"Tak faham kenapa tular, tapi bagus untuk Sabah - Tony Fernandes",https://www.hmetro.com.my/utama/2024/08/1122305/tak-faham-kenapa-tular-tapi-bagus-untuk-sabah-tony-fernandes,Rafiqah Dahali,210
"PM dijangka buat pengumuman penting berkaitan SSPA di MAPPA, Jumaat ini",https://www.hmetro.com.my/utama/2024/08/1122162/pm-dijangka-buat-pengumuman-penting-berkaitan-sspa-di-mappa-jumaat-ini,BERNAMA,260
"Ais, batu, syabu, sejuk paling ramai ketagih",https://www.hmetro.com.my/utama/2024/08/1122144/ais-batu-syabu-sejuk-paling-ramai-ketagih,Raja Noraina Raja Rahim dan Muhaamad Hafis Nawawi,551
Suspek tikam dua wanita di tandas surau di Kelana Jaya ditahan di Kajang,https://www.hmetro.com.my/utama/2024/08/1122079/suspek-tikam-dua-wanita-di-tandas-surau-di-kelana-jaya-ditahan-di-kajang,Raja Noraina Raja Rahim dan Muhaamad Hafis Nawawi,162
Hasil gubahan pencipta tiga kaum,https://www.hmetro.com.my/utama/2024/08/1122053/hasil-gubahan-pencipta-tiga-kaum,BERNAMA,695
Cabaran 'Ustaz Jazlan',https://www.hmetro.com.my/utama/2024/08/1122020/cabaran-ustaz-jazlan,Syafil Syazwan Jefri,736
Lelaki didakwa bunuh anak tauke restoran,https://www.hmetro.com.my/utama/2024/08/1121971/lelaki-didakwa-bunuh-anak-tauke-restoran,Izwan Abdullah,190
Suspek bukan bekas teman lelaki arwah - suami Allahyarham Istiqomah,https://www.hmetro.com.my/utama/2024/08/1121907/suspek-bukan-bekas-teman-lelaki-arwah-suami-allahyarham-istiqomah,Mary Victoria Dass,177
